source;type;quartile_2022
Journal of Integrative Plant Biology;journal;Q1
Annual Review of Vision Science;journal;Q1
Astrophysical Journal Letters;journal;Q1
Journal of Industrial Information Integration;journal;Q1
Vital and health statistics. Series 2, Data evaluation and methods research;book series;Q1
Journal of Statistical Software;journal;Q1
Trends in Biotechnology;journal;Q1
Biomaterials;journal;Q1
IEEE Transactions on Robotics;journal;Q1
Journal of Big Data;journal;Q1
Journal of Heart and Lung Transplantation;journal;Q1
International Journal of Behavioral Nutrition and Physical Activity;journal;Q1
Research and Politics;journal;Q1
Quantum;journal;Q1
Obesity Reviews;journal;Q1
Current Opinion in Immunology;journal;Q1
European Respiratory Review;journal;Q1
International Security;journal;Q1
Journal of Travel Medicine;journal;Q1
Information and Management;journal;Q1
Computer Science Review;journal;Q1
Resources, Conservation and Recycling;journal;Q1
Omega;journal;Q1
Cancer Communications;journal;Q1
IEEE Transactions on Intelligent Transportation Systems;journal;Q1
World Politics;journal;Q1
npj 2D Materials and Applications;journal;Q1
Progress in Neurobiology;journal;Q1
Industrial Marketing Management;journal;Q1
Biochimica et Biophysica Acta - Reviews on Cancer;journal;Q1
Advanced Fiber Materials;journal;Q1
IEEE Transactions on Information Forensics and Security;journal;Q1
Seminars in Immunology;journal;Q1
Sociological Theory;journal;Q1
Alzheimer's Research and Therapy;journal;Q1
Developmental Review;journal;Q1
International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS;conference and proceedings;-
Journal of Innovation and Knowledge;journal;Q1
Journal of the National Cancer Center;journal;Q1
Computers in Industry;journal;Q1
Swarm and Evolutionary Computation;journal;Q1
American Journal of Public Health;journal;Q1
Technological Forecasting and Social Change;journal;Q1
Annual Review of Nutrition;journal;Q1
IEEE Journal of Emerging and Selected Topics in Power Electronics;journal;Q1
Diabetes;journal;Q1
Digital Journalism;journal;Q1
Additive Manufacturing;journal;Q1
IEEE Journal on Selected Topics in Signal Processing;journal;Q1
Qualitative Research in Psychology;journal;Q1
Biotechnology Advances;journal;Q1
JACC: Basic to Translational Science;journal;Q1
Proceedings of the Annual ACM-SIAM Symposium on Discrete Algorithms;conference and proceedings;-
Cytokine and Growth Factor Reviews;journal;Q1
International Journal of Operations and Production Management;journal;Q1
Protection and Control of Modern Power Systems;journal;Q1
Reviews in Medical Virology;journal;Q1
Alcohol research : current reviews;journal;Q1
One Earth;journal;Q1
Annals of Intensive Care;journal;Q1
Journal of Global Economic Analysis;journal;Q1
Political Psychology;journal;Q1
Journal of Advertising;journal;Q1
Journal of Communication;journal;Q1
ACM Transactions on Intelligent Systems and Technology;journal;Q1
International journal of oral science;journal;Q1
Annual Review of Resource Economics;journal;Q1
Current Protocols in Microbiology;journal;Q1
Movement Disorders;journal;Q1
Gut Microbes;journal;Q1
Neuroscience and Biobehavioral Reviews;journal;Q1
Cell Reports Physical Science;journal;Q1
Modern Pathology;journal;Q1
British Journal of Psychiatry;journal;Q1
European urology oncology;journal;Q1
International Journal of Surgery;journal;Q1
Tourism Geographies;journal;Q1
Journal of Autoimmunity;journal;Q1
Molecular Ecology Resources;journal;Q1
Journal of Business Ethics;journal;Q1
Political Science Research and Methods;journal;Q1
Review of Economic Dynamics;journal;Q1
Globalization and Health;journal;Q1
Epigenetics and Chromatin;journal;Q1
Annual Review of Criminology;journal;Q1
Food Hydrocolloids;journal;Q1
Bone Research;journal;Q1
Depression and Anxiety;journal;Q1
Journal of the American Planning Association;journal;Q1
Ultrasound in Obstetrics and Gynecology;journal;Q1
Translational Neurodegeneration;journal;Q1
Journal of Hazardous Materials;journal;Q1
Comprehensive Reviews in Food Science and Food Safety;journal;Q1
Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development;journal;Q1
Linguistic Inquiry;journal;Q1
eTransportation;journal;Q1
JACC: Clinical Electrophysiology;journal;Q1
Haematologica;journal;Q1
IEEE Reviews in Biomedical Engineering;journal;Q1
World Bank Research Observer;journal;Q1
Algebraic Geometry;journal;Q1
Autoimmunity Reviews;journal;Q1
Physiology;journal;Q1
Chinese Journal of Catalysis;journal;Q1
Journal of Risk and Uncertainty;journal;Q1
Journal of Retailing and Consumer Services;journal;Q1
Cell Chemical Biology;journal;Q1
IEEE Transactions on Mobile Computing;journal;Q1
Journal of Pathology;journal;Q1
IEEE Geoscience and Remote Sensing Magazine;trade journal;Q1
Circulation: Cardiovascular Quality and Outcomes;journal;Q1
Neurology;journal;Q1
Communications in Partial Differential Equations;journal;Q1
Advanced Composites and Hybrid Materials;journal;Q1
Big Data Mining and Analytics;journal;Q1
Materials Research Letters;journal;Q1
Structure;journal;Q1
Advanced Optical Materials;journal;Q1
China Petroleum Exploration;journal;Q1
Journal of Environmental Economics and Management;journal;Q1
Trends in Food Science and Technology;journal;Q1
Journal of Biomedical Science;journal;Q1
Journal of Hospitality Marketing and Management;journal;Q1
npj Precision Oncology;journal;Q1
Work and Stress;journal;Q1
Redox Biology;journal;Q1
Acta Pharmaceutica Sinica B;journal;Q1
Journal of Business and Psychology;journal;Q1
Probability Theory and Related Fields;journal;Q1
Current Opinion in Chemical Biology;journal;Q1
Energy Conversion and Management;journal;Q1
Progress in Quantum Electronics;journal;Q1
NeuroImage;journal;Q1
Journal of Educational Psychology;journal;Q1
Current Psychiatry Reports;journal;Q1
Earth's Future;journal;Q1
Journal of Interactive Advertising;journal;Q1
Antipode;journal;Q1
World Development;journal;Q1
IEEE Transactions on Signal Processing;journal;Q1
NPG Asia Materials;journal;Q1
International Journal of Contemporary Hospitality Management;journal;Q1
Annals of the International Communication Association;journal;Q1
Criminology;journal;Q1
Journal of Applied Econometrics;journal;Q1
Jahrbucher fur Nationalokonomie und Statistik;journal;Q1
Polymer Reviews;journal;Q1
Artificial Intelligence Review;journal;Q1
PLoS Pathogens;journal;Q1
British Journal of Anaesthesia;journal;Q1
IEEE Transactions on Transportation Electrification;journal;Q1
Nano Research;journal;Q1
Nanoscale Horizons;journal;Q1
Cardiovascular Research;journal;Q1
European Journal of Information Systems;journal;Q1
Obstetrics and Gynecology;journal;Q1
International Journal of Information Management Data Insights;journal;Q1
Geometry and Topology;journal;Q1
Journal of Occupational Health Psychology;journal;Q1
American Journal of Sports Medicine;journal;Q1
Business Horizons;journal;Q1
Mechanical Systems and Signal Processing;journal;Q1
Anaesthesia;journal;Q1
Annales de l'Institut Henri Poincare (C) Analyse Non Lineaire;journal;Q1
Bioresource Technology;journal;Q1
Current Opinion in Solid State and Materials Science;journal;Q1
Development (Cambridge);journal;Q1
SIAM Journal on Computing;journal;Q1
Clinical Child and Family Psychology Review;journal;Q1
Psychological Medicine;journal;Q1
Computers in Human Behavior;journal;Q1
Stem Cell Reports;journal;Q1
Atmospheric Chemistry and Physics;journal;Q1
Modern Language Journal;journal;Q1
Cold Spring Harbor Symposia on Quantitative Biology;book series;Q1
Seminars in Immunopathology;journal;Q1
Traffic;journal;Q1
Communications Earth and Environment;journal;Q1
International Business Review;journal;Q1
Cellular and Molecular Gastroenterology and Hepatology;journal;Q1
Postdigital Science and Education;journal;Q1
Critical Finance Review;journal;Q1
West European Politics;journal;Q1
Global Ecology and Biogeography;journal;Q1
Pain;journal;Q1
Acta Psychiatrica Scandinavica;journal;Q1
Journal of Peace Research;journal;Q1
Automation in Construction;journal;Q1
Journal of Magnesium and Alloys;journal;Q1
JACC: CardioOncology;journal;Q1
Journal of the American Medical Informatics Association : JAMIA;journal;Q1
Journal of Neuroinflammation;journal;Q1
IEEE Computational Intelligence Magazine;journal;Q1
Forum of Mathematics, Pi;journal;Q1
MIS Quarterly Executive;journal;Q1
Mind;journal;Q1
Radiology: Artificial Intelligence;journal;Q1
Theoretical Economics;journal;Q1
American Journal of Gastroenterology;journal;Q1
Progress in Nuclear Magnetic Resonance Spectroscopy;journal;Q1
Trauma, Violence, and Abuse;journal;Q1
Journal of Molecular Biology;journal;Q1
BioScience;journal;Q1
Bulletin of the American Meteorological Society;journal;Q1
Environmental Innovation and Societal Transitions;journal;Q1
Earth and Planetary Science Letters;journal;Q1
Investigative Radiology;journal;Q1
Journal of Experimental and Clinical Cancer Research;journal;Q1
Climate Policy;journal;Q1
International Journal of Press/Politics;journal;Q1
Accounting, Organizations and Society;journal;Q1
Reviews in Environmental Science and Biotechnology;journal;Q1
Scientific data;journal;Q1
Survey Research Methods;journal;Q1
Technovation;journal;Q1
Journal of Health and Social Behavior;journal;Q1
Breast Cancer Research;journal;Q1
Journal of Clinical Periodontology;journal;Q1
Social Psychological and Personality Science;journal;Q1
IEEE Transactions on Geoscience and Remote Sensing;journal;Q1
Learning and Instruction;journal;Q1
Geology;journal;Q1
Acta neuropathologica communications;journal;Q1
Clinical Reviews in Allergy and Immunology;journal;Q1
Progress in Planning;journal;Q1
Big Data and Society;journal;Q1
Immunity and Ageing;journal;Q1
Schizophrenia Bulletin;journal;Q1
Journal of Infectious Diseases;journal;Q1
Journal of Marriage and Family;journal;Q1
Neuropsychopharmacology;journal;Q1
Bulletin of the World Health Organization;journal;Q1
Journal of Network and Computer Applications;journal;Q1
Calculus of Variations and Partial Differential Equations;journal;Q1
Theranostics;journal;Q1
Biomarker Research;journal;Q1
JNCI Cancer Spectrum;journal;Q1
BMJ Global Health;journal;Q1
GLIA;journal;Q1
IEEE Transactions on Control of Network Systems;journal;Q1
Dialogues in Human Geography;journal;Q1
Diabetes Technology and Therapeutics;journal;Q1
American Statistician;journal;Q1
Ecography;journal;Q1
British Journal of Health Psychology;journal;Q1
Cellular and Molecular Life Sciences;journal;Q1
European Journal of Operational Research;journal;Q1
Policy and Society;journal;Q1
Quarterly Journal of Political Science;journal;Q1
Mobile DNA;journal;Q1
PLoS Genetics;journal;Q1
Cardiovascular Diabetology;journal;Q1
Compositio Mathematica;journal;Q1
Journal of Clinical Microbiology;journal;Q1
Nature Computational Science;journal;Q1
IEEE Transactions on Image Processing;journal;Q1
IEEE Transactions on Knowledge and Data Engineering;journal;Q1
Journal of Neuroscience;journal;Q1
JAMA Ophthalmology;journal;Q1
Socio-Economic Review;journal;Q1
Engineering Geology;journal;Q1
Quantum Science and Technology;journal;Q1
Current Protocols in Immunology;journal;Q1
Human Resource Management;journal;Q1
Materials Today Nano;journal;Q1
Journal of Teacher Education;journal;Q1
Virus Evolution;journal;Q1
Sociology of Education;journal;Q1
International Journal of Project Management;journal;Q1
Advances in Nutrition;journal;Q1
Journal of Economic History;journal;Q1
Review of International Political Economy;journal;Q1
Tobacco Control;journal;Q1
Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery;journal;Q1
Research Methodology in Strategy and Management;book series;Q1
BMC Biology;journal;Q1
Epidemiology and Psychiatric Sciences;journal;Q1
International Journal of Clinical and Health Psychology;journal;Q1
Chest;journal;Q1
Journal of Democracy;journal;Q1
Government Information Quarterly;journal;Q1
Human Resource Management Journal;journal;Q1
IEEE Transactions on Antennas and Propagation;journal;Q1
Journal of Second Language Writing;journal;Q1
Journals of Gerontology - Series B Psychological Sciences and Social Sciences;journal;Q1
Oncogene;journal;Q1
Journal fur die Reine und Angewandte Mathematik;journal;Q1
RNA;journal;Q1
IEEE Communications Standards Magazine;journal;Q1
Resources, Environment and Sustainability;journal;Q1
Sustainable Cities and Society;journal;Q1
International Journal of Extreme Manufacturing;journal;Q1
NAR Genomics and Bioinformatics;journal;Q1
Trends in Endocrinology and Metabolism;journal;Q1
Review of Public Personnel Administration;journal;Q1
Annals of the American Thoracic Society;journal;Q1
Composites Part B: Engineering;journal;Q1
Earth System Dynamics;journal;Q1
Circulation: Cardiovascular Interventions;journal;Q1
Environmental Chemistry Letters;journal;Q1
Annual Review of Chemical and Biomolecular Engineering;journal;Q1
Applied Mechanics Reviews;journal;Q1
Clinical journal of the American Society of Nephrology : CJASN;journal;Q1
Experimental Economics;journal;Q1
Research;journal;Q1
Energy Policy;journal;Q1
Neurology: Neuroimmunology and NeuroInflammation;journal;Q1
Information Sciences;journal;Q1
Natural Product Reports;journal;Q1
American Journal of Science;journal;Q1
Gondwana Research;journal;Q1
mBio;journal;Q1
SIAM Journal on Optimization;journal;Q1
Journal of Machine Learning Research;journal;Q1
Mathematical Programming;journal;Q1
Applied Psychology;journal;Q1
Journal of Peasant Studies;journal;Q1
Journal of Corporate Finance;journal;Q1
Journal of the Learning Sciences;journal;Q1
Current Opinion in Genetics and Development;journal;Q1
Annual Review of Analytical Chemistry;journal;Q1
International Journal of Cancer;journal;Q1
International Small Business Journal;journal;Q1
Heart Rhythm;journal;Q1
European Heart Journal Cardiovascular Imaging;journal;Q1
British Journal of Dermatology;journal;Q1
Sociological Methods and Research;journal;Q1
Communications Biology;journal;Q1
Environmental Health Perspectives;journal;Q1
Biostatistics;journal;Q1
Environmental Science and Ecotechnology;journal;Q1
Social Issues and Policy Review;journal;Q1
Wiley Interdisciplinary Reviews: Water;journal;Q1
Journal of Climate;journal;Q1
Journal of Petrology;journal;Q1
